F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42
2.2071,1.1892,19.3342,2.456,87.2,24.7,1.3692,166.1,16.75,15.0,5.9424,91,136,0,1,49.62,42.87,97.0,19.4,2.3,2.42,4.399,31.746,3.6522,44.13,39.2,1.128,32.5,61.02,89.5,1.657,12.81,72.72,3.14,265.6,3.96,61.3,0,0,1,0,1
1.5383,0.873,25.6726,2.257,95.5,29.9,0.9053,173.3,14.41,15.05,3.162,83,160,0,2,20.85,40.89,121.7,28.1,7.1,1.72,7.038,18.634,2.0501,16.46,44.5,1.282,65.5,46.37,92.5,3.612,9.17,68.31,0.753,231.2,4.7,76.1,1,0,0,1,0
1.6227,1.1381,24.7571,2.519,75.0,46.7,1.9094,164.7,14.79,23.66,6.5446,82,165,0,0,33.7,45.29,62.5,20.0,3.79,4.81,5.385,13.703,2.864,39.66,9.5,1.563,84.6,36.07,81.3,12.507,11.12,67.26,0.877,258.9,5.11,121.1,0,0,0,1,0
1.6294,0.7023,24.3355,2.547,79.1,28.8,0.8658,179.8,12.11,18.01,4.6723,84,135,0,0,11.93,43.92,65.4,33.2,0.4,2.41,6.501,22.617,2.7985,280.0,14.3,0.949,105.4,50.54,123.1,5.762,4.75,68.76,2.519,343.7,5.11,42.3,0,0,0,0,0
2.0369,0.881,28.5804,2.494,62.1,29.6,1.3454,175.1,18.3,20.47,6.6983,105,130,39,0,27.35,47.04,97.9,20.0,2.06,2.49,5.327,16.842,2.847,76.23,17.2,0.969,64.9,47.17,63.8,1.33,9.31,68.88,1.073,487.7,3.79,60.5,0,0,0,0,0
1.4054,0.938,25.114,2.48,54.8,40.1,1.5975,160.1,12.72,19.07,6.4134,84,112,47,0,12.9,45.1,97.9,36.9,18.71,4.5,4.526,15.605,3.0324,11.76,23.8,1.316,72.2,28.21,57.1,0.955,14.3,72.83,3.624,259.5,6.36,38.2,0,0,0,1,0
1.1522,1.0584,22.4636,2.175,86.5,37.9,1.572,169.3,15.07,13.31,6.5649,103,102,0,0,20.76,46.36,50.3,33.6,2.09,2.4,6.659,18.045,2.9155,32.28,24.3,1.17,96.9,50.02,64.7,4.125,6.11,73.56,1.457,342.7,6.05,49.2,0,0,0,1,0
1.6583,0.9687,24.2269,2.31,67.3,33.8,1.5306,175.4,21.21,13.65,6.6002,102,158,0,0,16.16,43.96,75.2,19.5,2.55,0.87,3.921,14.075,3.6125,74.52,26.7,1.315,63.7,38.77,28.8,7.339,7.41,69.57,0.68,299.3,5.63,46.7,0,0,0,0,0
1.3645,1.2141,36.4822,2.208,74.0,40.4,0.8813,177.9,15.65,8.57,4.5174,71,139,26,0,14.93,41.39,110.4,12.7,3.74,1.48,3.02,17.77,3.037,159.61,15.9,1.595,96.9,69.74,52.1,1.008,7.12,65.94,1.937,260.5,5.35,45.8,0,0,0,0,0
0.8501,1.1823,24.8948,2.142,62.6,41.3,1.7565,162.7,13.74,22.49,4.6668,77,91,0,0,10.53,42.88,108.5,19.1,1.31,2.57,7.072,20.326,3.0258,7.78,26.7,1.185,21.1,28.4,77.5,2.175,18.82,71.91,1.44,309.2,4.42,16.1,0,0,0,0,1
1.408,1.0309,16.0,2.379,123.2,44.8,1.3883,182.4,18.06,11.51,4.3134,81,127,0,0,5.0,46.72,120.1,35.7,3.97,2.11,5.595,23.684,2.3787,68.95,5.3,1.217,46.2,43.74,72.9,4.459,20.79,69.05,1.0,394.5,6.55,90.2,0,0,0,1,0
1.4788,1.1269,28.6815,2.565,92.5,36.6,1.2367,180.9,9.12,18.58,5.0797,78,159,0,0,26.73,45.82,98.9,32.7,2.05,2.19,7.391,17.926,2.1435,18.35,4.0,1.318,35.2,68.57,59.1,0.364,7.17,72.89,5.859,332.6,4.73,65.9,0,0,0,0,0
1.3479,0.7223,30.0196,2.31,35.0,40.6,1.3553,175.8,18.9,14.16,5.9409,61,117,0,0,19.09,40.42,77.1,20.9,8.52,1.17,5.242,21.894,3.6835,66.63,39.8,1.104,72.5,60.45,69.0,2.293,9.33,66.69,1.377,258.5,5.06,61.8,0,0,1,0,0
0.9634,1.1695,16.4699,2.454,78.3,36.5,0.8791,160.6,14.19,16.84,3.9043,62,138,0,0,35.3,45.96,84.1,23.6,5.29,1.8,5.164,16.485,2.7485,119.02,10.7,1.037,103.9,52.23,70.7,4.441,6.24,75.75,2.21,132.1,6.74,81.2,0,0,0,0,0
1.669,1.2989,26.5014,2.241,61.3,37.6,1.6169,160.3,18.59,13.45,5.1878,76,150,37,0,25.5,42.26,101.3,28.4,2.95,1.48,4.778,21.341,3.3836,20.77,50.2,1.124,76.3,83.43,117.4,0.892,10.64,75.94,1.817,384.8,5.09,43.9,0,0,0,0,0
1.2853,0.8958,22.3658,2.347,97.7,47.3,1.2774,169.1,22.38,11.75,3.6215,79,95,0,0,17.54,44.42,66.9,33.9,4.42,2.91,4.642,14.072,3.546,19.27,12.5,1.079,35.2,67.25,63.0,2.807,9.1,76.6,3.231,305.7,4.34,89.2,0,0,0,0,0
1.4546,0.7042,31.8361,2.335,86.0,49.6,1.7194,180.8,18.01,17.0,6.149,58,135,49,0,39.07,41.31,63.0,11.1,1.8,1.54,5.821,7.913,2.7053,167.63,31.2,1.446,97.7,25.84,37.8,20.058,6.17,67.05,1.643,320.4,5.2,55.3,0,0,0,1,0
1.4872,0.8388,29.7653,2.562,85.5,36.7,1.4876,176.6,16.62,15.7,5.224,96,148,0,0,22.88,45.78,109.8,18.9,17.16,1.85,4.938,21.378,1.5201,35.48,73.3,1.122,40.7,31.18,114.3,3.437,6.52,67.52,2.346,319.4,6.15,49.1,0,0,0,0,0
1.2946,1.5155,20.1765,2.343,52.0,26.6,1.1216,171.6,15.76,12.44,7.5891,77,91,44,0,41.51,43.68,75.3,23.8,0.96,1.62,5.49,22.077,3.3023,80.94,15.0,1.712,58.2,51.52,35.1,3.917,3.83,71.33,3.518,241.1,5.79,18.4,0,0,0,0,0
1.4501,0.9982,27.6878,2.253,51.0,35.4,1.7212,168.4,15.47,11.41,2.4453,84,144,0,0,27.89,47.78,78.3,14.7,1.5,0.92,3.753,21.547,3.4804,78.43,15.4,1.49,67.0,49.7,114.6,2.006,10.0,68.35,1.112,189.3,5.99,18.8,0,0,0,1,0
1.779,1.321,26.1807,2.437,49.6,25.2,1.9038,165.4,18.18,16.04,5.3828,95,151,71,0,20.99,41.49,88.6,14.7,2.13,1.83,5.008,14.573,1.7301,123.99,37.5,0.991,36.1,58.74,51.8,3.591,12.27,70.78,0.804,183.3,6.6,22.2,0,0,0,0,0
1.2888,1.2228,27.316,2.346,85.3,40.3,1.5639,163.8,10.87,11.64,4.1845,66,135,0,0,29.3,37.92,95.3,34.7,5.97,2.21,6.939,13.97,3.1326,17.31,20.3,0.973,74.4,38.09,83.6,3.195,7.09,72.33,4.467,329.9,6.62,43.3,0,0,0,0,0
1.0744,1.4792,27.2386,2.385,66.8,36.2,1.0071,179.1,17.76,11.89,5.1667,97,126,55,0,19.3,45.57,87.2,38.8,4.9,0.96,5.994,23.863,3.4214,36.72,10.7,1.328,38.2,25.87,87.1,5.864,12.04,63.14,2.71,425.1,6.07,47.5,0,0,0,0,0
1.6525,0.7539,23.9262,2.329,76.6,31.2,1.1493,177.6,12.56,15.4,7.1622,81,126,0,0,26.73,40.76,81.2,31.9,0.92,1.12,3.38,13.481,2.842,150.58,21.6,0.831,68.4,31.91,72.9,2.739,10.4,70.98,1.427,245.0,5.45,8.7,0,0,0,1,0
1.3866,1.4463,22.1412,2.507,92.1,33.5,1.4454,153.7,16.74,22.56,6.83,88,132,0,0,15.85,43.26,71.1,19.0,2.28,1.75,6.252,16.511,3.3211,208.02,52.7,1.038,99.7,29.76,128.9,0.861,2.0,77.94,0.534,351.7,6.59,82.9,0,1,0,1,0
1.3969,0.8704,30.2245,2.272,51.6,20.0,1.5858,161.3,18.74,14.39,5.1057,76,134,0,0,34.64,39.64,99.6,36.4,0.89,1.84,6.632,28.281,4.4948,136.84,17.4,1.23,80.4,62.37,116.5,15.558,3.55,67.42,2.327,292.9,3.66,45.1,0,0,0,0,0
1.751,0.6091,38.8858,2.307,72.4,33.1,1.4526,158.1,12.08,15.26,5.4027,96,122,39,1,31.27,44.52,99.3,27.0,3.4,1.15,5.883,19.956,2.9989,140.48,24.5,1.262,130.6,20.98,67.9,0.871,6.91,72.38,1.419,335.0,4.0,47.4,0,1,0,0,0
1.1238,0.8888,26.6966,2.238,86.2,23.0,1.1934,171.2,14.9,21.46,4.9556,70,129,0,0,16.96,41.5,52.7,22.1,0.45,2.22,6.183,25.314,1.8923,93.44,11.2,1.34,66.2,43.73,77.5,2.562,7.76,72.46,0.628,329.6,5.61,54.1,0,0,0,0,0
1.6045,1.0485,27.7068,2.349,63.4,38.4,1.4454,184.7,11.63,14.08,3.6865,96,149,40,0,14.31,47.68,44.5,43.0,4.02,1.84,4.702,25.786,3.5477,59.52,36.0,0.767,65.6,21.54,27.0,12.092,8.32,76.4,1.935,207.6,5.81,44.1,0,0,0,0,0
1.5551,0.9975,33.74,2.395,110.2,42.7,0.8305,163.1,11.31,15.82,6.3869,87,113,78,1,31.04,45.21,62.6,26.5,2.13,2.82,4.331,22.238,2.5443,36.35,10.8,1.36,68.7,33.35,102.5,0.633,4.61,67.74,4.233,185.4,4.27,53.2,0,0,0,1,0
1.3805,1.6853,17.3905,2.623,90.0,48.0,1.6569,172.0,13.11,10.68,5.7531,72,152,50,0,27.02,36.62,99.2,26.9,0.67,1.63,6.578,10.587,3.0673,152.01,8.3,1.166,41.0,23.62,86.8,6.769,14.92,72.92,1.91,303.9,5.96,33.9,0,0,0,0,0
1.6069,1.6179,35.3479,2.438,124.3,52.6,1.8963,165.2,15.88,17.36,7.5624,86,141,73,0,28.34,45.36,58.0,11.8,1.93,0.47,3.0,37.696,3.431,106.84,72.7,1.465,57.0,53.35,32.9,1.335,15.51,72.04,2.805,342.0,6.34,55.4,0,0,0,0,0
1.4069,1.1241,28.593,2.414,37.2,48.1,1.7951,176.1,20.84,20.28,4.569,77,171,0,0,17.26,39.67,76.3,22.3,1.48,2.0,5.208,13.624,3.1049,15.18,22.9,1.238,60.4,5.0,53.0,15.056,10.43,73.25,1.372,229.7,6.79,81.8,0,0,0,0,0
1.7609,0.9311,38.4393,2.467,66.6,42.7,1.4877,171.8,15.26,17.27,2.6224,74,132,0,2,14.84,41.25,68.5,28.2,5.21,3.1,6.499,18.5,2.84,103.79,6.8,0.751,62.9,45.72,68.3,6.419,8.94,67.82,2.862,391.3,2.63,47.4,0,0,0,0,0
1.1936,1.3785,31.394,2.52,104.0,42.5,1.2391,166.0,18.36,14.31,5.6956,77,131,47,0,22.69,43.52,104.8,22.1,1.39,2.32,5.973,34.997,1.7492,4.21,28.0,1.118,98.6,55.07,78.1,9.198,7.76,74.42,0.955,368.3,2.94,16.8,0,0,0,0,0
1.7672,0.9396,29.8421,2.32,45.5,31.6,2.0305,166.2,14.74,10.33,7.7135,79,132,0,0,11.95,41.56,101.0,27.9,1.7,1.15,5.284,15.771,3.0753,33.22,5.8,1.222,74.3,42.21,56.3,5.85,12.68,70.09,4.06,236.1,6.5,50.3,0,0,0,0,0
1.496,1.1002,29.1022,2.377,101.7,30.0,1.9439,153.4,13.78,16.19,3.8949,90,159,77,0,24.09,43.12,81.4,41.9,0.68,2.41,5.466,12.734,2.016,267.21,26.7,1.049,56.2,15.74,71.0,4.735,10.93,80.29,1.849,453.3,7.47,45.4,0,0,0,1,1
1.3869,1.2724,26.1968,2.369,100.0,38.7,1.6785,164.8,9.62,20.86,5.5891,77,142,0,0,17.22,49.5,69.0,19.7,5.74,3.2,4.368,23.688,2.5109,103.42,11.6,1.265,79.4,55.45,123.1,1.13,10.05,71.56,1.448,259.2,5.09,54.5,0,0,0,0,0
2.1663,1.1287,26.918,2.343,56.5,36.6,1.4743,161.2,18.93,12.66,6.6093,80,162,0,0,23.69,37.79,83.3,24.9,1.14,1.23,3.94,5.0,4.4753,134.38,110.9,0.893,59.0,17.66,46.1,3.693,13.61,63.02,3.448,269.9,8.99,45.9,0,0,0,0,0
1.6499,1.0281,26.6799,2.204,74.7,38.5,1.0073,168.1,12.47,16.2,6.7863,82,108,35,1,17.75,36.65,50.6,18.0,1.09,4.83,5.992,6.783,3.4812,280.0,109.2,1.409,60.8,5.03,40.9,3.284,5.56,65.19,0.668,178.9,8.1,66.2,0,0,0,1,0
1.7761,0.8903,21.7327,2.409,51.4,35.2,1.3806,162.2,19.14,19.98,3.9424,72,112,49,0,26.52,41.5,85.1,26.2,1.54,1.48,4.733,18.705,1.691,22.04,80.0,1.299,40.4,79.53,91.5,5.225,14.58,74.41,1.066,276.0,6.75,46.9,0,0,0,0,1
1.383,1.1892,24.2568,2.391,82.1,58.6,0.9967,163.9,20.2,13.25,6.2104,65,138,0,0,32.49,39.8,69.7,29.2,2.17,2.13,5.62,17.256,3.6895,9.77,24.0,1.426,67.8,61.7,127.9,0.559,5.8,74.26,1.867,356.2,7.47,39.4,0,0,0,1,0
1.0825,0.8971,31.5499,2.217,104.6,42.6,1.1711,170.4,17.67,13.53,4.3501,60,89,0,0,24.49,43.24,98.2,24.1,3.74,4.39,7.124,15.164,3.4421,34.8,6.7,1.208,77.3,71.28,103.0,1.27,8.08,70.71,1.245,323.1,3.01,54.6,1,0,0,0,1
1.6257,1.116,27.5896,2.379,64.0,43.1,1.0454,170.2,16.95,13.34,4.0175,102,146,0,0,17.39,42.58,77.6,32.8,4.1,1.54,5.021,14.774,4.4583,164.68,64.2,1.036,29.2,39.23,60.0,18.96,2.0,74.51,1.553,245.9,4.71,33.8,0,0,0,0,0
1.5313,1.0471,21.3484,2.474,97.2,33.9,1.3838,170.4,15.18,16.37,7.7373,89,141,0,1,22.05,43.3,95.7,32.8,3.47,2.72,4.063,19.665,2.7428,84.63,77.9,1.252,58.9,40.73,16.1,0.982,6.21,67.88,1.712,266.5,2.05,28.5,0,0,0,0,0
1.2294,0.9223,38.5095,2.432,73.8,57.4,1.8232,164.3,17.67,11.28,4.84,62,145,0,0,21.34,46.15,61.5,16.8,1.9,2.1,5.125,19.129,2.9695,9.68,16.4,1.153,59.4,63.37,81.0,6.954,11.59,71.0,3.604,223.7,6.35,77.9,0,0,0,0,0
1.6023,1.3038,32.2621,2.484,84.9,36.0,1.2094,167.5,15.01,16.55,6.0133,80,153,0,0,26.28,42.53,41.5,8.0,2.62,1.19,4.737,29.055,2.6215,4.98,14.6,1.066,68.1,62.59,14.4,7.168,6.08,74.19,0.65,432.5,6.04,39.4,0,0,0,0,0
1.385,0.8745,23.4888,2.259,88.9,27.5,1.1211,175.2,20.18,16.4,4.1077,92,115,0,0,12.71,39.11,30.0,27.3,4.1,2.85,5.88,17.917,2.5704,21.25,31.3,1.153,39.9,90.06,10.0,30.0,12.85,75.48,1.443,281.4,5.28,27.4,0,0,0,1,0
1.0978,0.8336,22.9692,2.525,89.8,39.7,1.8088,169.3,20.22,14.4,5.5841,88,123,41,0,20.29,43.62,65.6,8.0,0.77,0.23,5.03,19.992,3.4744,18.42,10.3,1.365,74.4,18.02,58.0,5.983,3.72,74.03,3.235,464.7,5.15,52.8,0,0,0,0,0
1.53,1.0465,28.8601,2.407,76.5,47.1,1.8517,180.2,9.66,19.17,5.1296,73,123,0,0,14.61,41.87,112.2,8.0,3.53,1.74,4.236,20.531,3.5611,17.9,23.1,0.87,50.3,43.94,36.8,2.153,2.0,71.48,0.689,259.0,3.49,37.9,1,1,0,0,0
1.761,0.9007,25.6296,2.338,82.5,23.1,1.2684,172.6,15.45,18.13,5.9139,86,123,41,1,22.14,38.77,85.6,37.2,3.85,0.69,5.538,21.214,2.4634,15.12,25.7,1.02,60.2,38.1,97.6,3.602,6.58,73.98,0.906,236.7,5.62,86.1,1,0,0,0,0
1.3672,1.1539,34.6864,2.286,100.0,31.6,1.2301,167.4,16.09,15.49,5.3292,80,120,0,0,5.0,42.64,85.5,29.5,0.9,1.6,3.756,24.15,3.6712,112.82,32.3,1.447,110.4,13.47,110.3,1.628,11.64,74.18,0.952,242.2,3.63,5.0,0,0,0,1,0
1.3984,0.9634,24.4609,2.415,89.2,43.5,1.3061,171.7,18.87,9.73,4.5377,94,146,58,0,34.34,44.01,75.1,12.9,0.5,0.96,5.037,30.53,3.5555,83.92,12.3,1.357,96.8,37.91,10.0,9.549,7.12,72.45,1.788,436.6,6.41,33.9,0,0,0,0,0
1.4917,0.9711,23.4974,2.459,88.2,27.1,1.7169,148.7,13.27,15.17,3.5656,72,121,0,0,20.26,39.61,107.8,12.0,3.49,2.55,5.83,13.189,3.4954,24.33,25.3,1.189,27.0,29.33,30.5,10.292,4.62,68.66,1.431,317.6,6.18,9.3,0,0,0,1,0
1.3291,0.9362,24.6416,2.385,70.8,32.8,1.368,176.1,21.07,16.47,7.0293,72,139,0,0,19.72,43.96,67.0,23.3,4.38,1.3,6.355,9.904,3.8803,103.27,15.1,0.986,108.4,60.44,132.6,7.731,9.96,71.34,2.502,392.6,4.94,77.1,1,0,0,0,1
1.4282,0.8921,30.8634,2.384,94.3,31.6,1.7964,175.5,23.0,16.62,4.85,92,122,66,0,27.45,40.71,77.6,12.4,1.4,0.29,6.599,17.01,2.3454,49.91,43.6,1.252,90.7,47.9,79.3,1.758,2.82,77.2,1.332,442.8,8.11,42.2,1,0,0,0,0
1.5945,1.189,24.9708,2.537,80.6,44.5,1.9132,172.2,17.9,13.75,4.9114,61,130,0,0,35.05,46.41,78.5,24.1,0.91,3.05,4.793,20.891,2.1298,13.37,24.2,1.042,87.5,52.98,68.4,1.605,9.53,72.06,1.947,292.3,4.53,13.8,0,0,0,0,0
1.311,1.1376,35.6925,2.613,70.2,56.0,1.277,177.1,12.56,18.13,7.8157,85,131,0,0,16.28,40.3,97.7,35.8,5.32,1.17,4.74,16.501,3.4608,242.02,4.6,1.45,73.1,11.22,21.6,8.079,6.94,67.13,4.338,291.0,4.51,51.2,0,0,0,0,0
1.5288,1.1984,25.6266,2.45,65.0,39.2,1.5578,166.4,15.08,14.32,5.7165,88,106,0,0,33.25,45.35,83.7,22.0,2.04,2.47,6.31,21.833,2.4001,52.46,10.0,1.444,73.0,62.61,55.2,1.111,2.0,69.87,1.031,451.4,5.95,37.9,0,0,0,1,0
1.1319,1.0683,25.3631,2.519,42.7,43.1,1.3281,158.3,13.14,13.65,4.9158,83,149,0,0,11.13,45.46,66.9,27.8,2.21,1.43,6.197,24.605,3.392,52.66,19.9,1.394,90.0,67.14,64.4,6.529,10.85,73.58,1.725,230.1,3.43,107.8,0,0,0,1,1
1.7843,1.2039,23.8837,2.355,85.9,39.8,1.0639,163.6,15.88,12.87,6.5304,60,134,0,1,13.06,40.1,94.9,35.6,1.14,0.76,4.399,22.227,2.5414,28.76,9.0,1.346,89.4,60.21,71.9,5.253,2.37,62.77,6.667,213.4,4.02,21.1,0,0,0,1,0
1.2208,1.017,31.0897,2.425,78.4,43.1,1.4808,149.6,16.01,11.6,4.1096,88,137,0,0,28.52,45.57,74.9,24.8,1.63,1.71,4.051,12.976,3.158,36.31,20.8,0.85,69.9,73.79,98.7,15.209,3.07,71.53,3.539,269.7,6.29,88.2,0,0,0,1,0
1.6065,1.2074,26.5691,2.581,87.2,31.1,1.2353,175.6,15.43,20.67,5.0965,73,167,0,0,12.71,35.95,37.7,26.3,2.13,3.67,5.352,19.149,1.6557,280.0,22.4,1.108,33.3,73.46,32.5,12.921,3.89,69.16,3.293,312.4,5.73,44.7,0,0,0,0,0
1.1965,1.1803,32.4735,2.542,91.5,32.8,1.148,166.5,13.83,14.15,3.556,87,127,0,0,26.93,43.44,92.1,19.9,1.21,3.2,7.092,16.718,4.1159,121.83,39.0,1.134,121.4,77.38,142.3,3.074,7.01,79.01,1.897,261.2,4.49,54.8,0,0,0,0,0
1.6224,0.9197,24.245,2.331,93.9,30.7,1.4053,181.2,20.74,15.28,3.7492,99,125,0,0,10.97,42.03,64.1,25.9,2.63,2.76,4.411,17.509,2.8741,49.77,10.7,1.305,80.5,43.31,60.8,5.432,8.59,67.95,2.712,427.4,5.84,47.9,0,0,0,1,1
1.7807,0.994,33.0386,2.238,52.4,32.0,1.3894,191.5,15.83,19.73,4.2716,82,153,32,1,21.54,43.71,30.0,22.8,4.92,1.75,4.308,30.732,4.1355,79.11,19.6,1.11,90.0,26.95,86.5,1.764,12.36,68.87,1.748,377.1,5.83,70.0,0,0,0,0,0
1.3806,1.263,29.2647,2.515,64.3,29.0,1.4586,183.2,17.1,7.58,6.4573,98,85,0,0,15.39,40.1,91.6,31.5,1.43,2.34,5.131,19.496,1.3192,102.71,89.2,1.005,55.0,54.48,40.8,1.049,13.63,72.87,3.82,225.3,6.74,74.9,0,0,0,1,0
1.6244,1.0587,32.292,2.387,60.8,36.9,0.951,168.8,10.46,15.61,3.6715,81,118,0,0,5.41,44.38,88.8,21.8,6.57,3.03,5.142,21.074,3.4502,120.95,42.2,0.844,51.0,54.55,37.5,1.566,13.02,71.25,0.627,323.9,5.59,56.5,0,0,0,0,0
1.4371,1.2917,32.6125,2.377,54.7,32.1,1.2187,175.3,18.84,15.77,4.3005,87,158,56,2,37.06,42.96,89.8,24.8,2.98,1.16,5.253,26.393,2.6053,50.98,112.0,1.56,78.6,47.12,66.4,11.027,8.92,73.32,1.798,245.5,2.83,61.4,0,0,0,0,0
1.638,0.9914,23.8495,2.458,77.2,36.2,1.9767,153.1,18.96,12.26,4.2995,61,137,0,2,14.27,43.47,82.6,28.4,1.92,2.36,5.669,30.019,5.3856,29.5,67.3,1.205,83.4,53.01,57.4,1.909,4.79,76.35,0.773,387.6,7.27,50.3,0,0,0,0,1
1.667,0.7972,25.08,2.482,52.7,40.8,1.2686,159.8,15.45,14.99,5.3358,84,135,0,0,19.4,40.48,71.2,32.4,1.17,1.39,4.7,17.12,3.6316,124.87,18.4,0.875,77.6,50.21,145.9,3.502,10.66,72.0,3.407,166.9,8.38,24.8,0,0,0,0,0
1.2471,1.1127,31.6865,2.263,93.3,35.0,1.3378,179.2,12.46,17.0,6.8742,72,123,78,0,29.58,41.63,90.4,30.8,1.14,2.32,3.0,15.585,3.5241,21.26,3.6,1.244,79.1,5.0,70.1,0.345,7.75,74.22,0.97,282.0,5.72,68.2,0,0,0,0,0
1.5858,1.0042,28.2693,2.256,98.1,42.5,1.0416,161.6,17.35,17.86,3.705,72,131,0,0,35.4,43.2,58.1,17.0,0.6,2.27,6.77,20.201,1.9941,280.0,111.5,1.14,69.3,91.77,65.3,13.4,12.4,68.33,0.859,304.1,6.15,23.0,0,0,0,0,0
1.2225,0.8722,38.9883,2.483,50.2,34.7,1.5188,179.6,17.76,14.31,5.3521,80,119,0,0,33.17,43.04,67.9,27.9,1.45,1.4,5.423,19.294,2.1422,87.14,45.5,0.788,92.9,27.55,52.4,0.712,5.14,69.82,1.724,346.7,4.38,58.1,1,0,0,0,1
1.9363,1.0241,23.5686,2.414,55.2,36.9,1.0116,179.1,10.85,13.76,4.2606,81,111,78,0,42.02,41.3,71.9,29.1,1.95,2.75,6.007,30.035,2.2171,89.56,28.2,0.901,51.5,64.86,84.8,0.911,7.53,67.84,3.076,239.3,4.42,54.3,1,0,0,0,0
1.6332,0.7196,39.8809,2.124,96.4,21.1,1.3363,164.4,14.27,18.01,4.1081,83,107,0,0,13.68,43.96,46.7,23.7,5.42,2.43,3.423,22.427,3.1405,31.0,80.7,1.374,41.0,37.12,101.5,10.967,15.28,68.32,2.578,280.9,3.8,52.6,0,0,0,0,0
1.2872,1.0122,26.0205,2.322,97.2,31.9,1.772,176.3,14.53,15.19,5.1359,78,123,67,0,40.74,40.59,51.1,35.6,1.64,0.2,6.916,26.962,3.0787,66.15,50.5,0.871,34.9,54.08,120.5,5.981,12.85,77.12,1.499,502.0,2.0,69.5,0,0,0,0,0
1.6724,1.1798,25.6742,2.497,75.5,26.3,1.112,180.4,18.88,15.05,3.3792,55,134,32,0,33.28,43.52,41.9,22.6,6.93,1.36,5.713,21.557,4.0293,21.72,450.0,1.169,80.5,54.31,51.1,2.618,11.27,65.0,1.949,313.3,5.32,41.5,0,0,0,1,0
1.1288,0.7898,33.453,2.375,89.5,35.7,1.5486,176.7,13.31,22.88,4.465,66,137,0,1,39.66,50.37,125.9,14.1,5.92,1.04,3.894,14.025,4.1808,57.81,29.4,1.19,104.6,25.21,81.9,4.279,2.77,73.08,1.451,428.0,8.83,54.6,0,0,0,0,0
1.1697,0.8441,36.7348,2.198,81.9,27.0,1.8676,156.6,20.02,14.35,5.1043,66,118,0,0,19.45,42.29,81.6,27.6,3.23,1.9,5.32,24.772,1.8198,280.0,4.4,0.977,22.8,70.91,54.5,0.84,6.92,69.49,1.227,312.2,5.96,49.5,0,0,0,0,0
1.4892,0.6568,32.4249,2.419,88.9,32.0,1.8162,167.8,22.97,12.36,4.4486,59,154,0,0,34.72,42.8,95.3,12.5,2.42,1.21,5.611,33.338,3.3641,83.34,40.5,1.289,95.0,57.5,85.9,0.27,15.05,64.59,2.675,324.2,3.52,68.3,0,0,0,0,0
1.4815,0.7971,28.3766,2.29,87.8,23.8,2.1108,165.2,16.42,11.02,4.0802,76,158,0,0,28.41,45.03,60.5,19.3,13.01,1.8,5.359,19.69,3.3627,113.55,1.4,1.33,104.6,50.59,45.9,2.046,3.95,71.9,1.331,305.7,5.23,75.1,0,0,0,0,0
1.4171,1.5426,32.3524,2.425,78.6,41.3,1.2814,158.6,16.0,14.18,5.8685,71,164,0,0,28.2,36.57,67.5,16.6,3.81,2.58,3.0,12.699,2.6731,4.04,32.3,0.978,66.1,37.1,88.0,6.509,9.0,72.13,5.407,220.8,6.24,30.7,0,0,0,1,0
1.9845,1.0573,34.6091,2.364,74.2,47.8,1.397,163.2,18.05,9.55,6.4477,65,124,64,0,17.47,41.21,86.1,34.3,1.3,2.13,5.937,14.062,1.9947,25.96,43.9,0.911,62.6,37.45,34.6,3.547,2.3,66.47,3.175,245.7,4.51,37.0,0,0,0,0,0
1.616,0.6769,26.939,2.241,88.7,39.1,1.2731,184.1,22.75,13.34,3.3755,85,128,0,0,30.27,43.24,37.9,21.0,1.53,2.97,6.291,16.677,3.8458,9.53,6.6,1.158,102.4,60.29,52.4,17.699,14.17,70.34,2.425,405.6,6.22,34.1,0,0,0,0,0
1.4263,1.2439,31.5731,2.357,98.9,45.7,1.0087,162.2,18.54,20.19,4.954,59,108,73,0,42.45,44.73,38.2,33.7,1.68,2.31,4.92,16.573,3.3275,27.34,6.2,1.135,59.8,46.95,84.9,1.463,8.45,69.64,1.302,189.3,7.32,5.0,0,0,1,1,0
1.3242,1.263,30.858,2.551,78.3,29.5,1.5268,156.2,15.61,17.46,6.6166,90,121,0,0,37.41,46.26,55.8,10.7,1.75,1.2,3.795,20.54,3.8285,100.76,22.0,0.962,57.8,82.73,56.5,1.476,11.69,72.58,4.082,455.6,2.0,50.6,0,0,0,0,0
1.1148,1.0483,26.9745,2.433,104.2,27.7,1.497,163.2,19.79,12.81,5.0007,89,158,0,0,35.01,43.85,93.6,13.1,5.08,0.92,5.113,25.783,2.8647,15.74,5.0,1.302,70.0,69.03,23.9,4.876,5.44,68.7,0.917,214.6,7.32,38.2,0,0,0,0,1
1.8617,1.2163,31.0152,2.273,72.6,23.7,2.1038,170.0,18.32,19.49,6.1566,75,113,0,0,6.04,42.34,85.2,38.0,1.92,1.33,6.207,20.12,1.2564,43.94,2.8,1.32,63.2,65.72,78.2,1.898,7.2,72.33,1.959,159.9,5.65,49.5,0,0,0,0,0
